ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias
dc46947,797878,31f1c98625cece4d2f3bd2b253d832df,a468d2de,High Elf,Cloistered Scholar,8/6/2018 4:07,Wizard 1,Wizard,,1,,7,13,8,16,12,16,14,8,,Arcana|History|Insight|Medicine|Perception,Dagger,,Int,,NA,NA,,NA,NA,Elf,,Dagger,3-Jan,dazzling_hodgkin
dc46947,797878,4e348f31cf58c4f3934f57cbdf102c8f,021a61cc,Dragonborn,Outlander,8/6/2018 4:06,Ranger 1,Ranger,,1,,11,16,16,14,12,8,14,11,,Athletics|Investigation|Nature|Animal Handling|Survival,Shortsword|Longbow,,Wis,,NA,NA,,NA,NA,Dragonborn,,Shortsword|Longbow,3-Jan,friendly_wescoff
dc46947,797878,7fd38dd34a98facd3aaeda318708e2fa,2ab193d6,Tiefling,Noble,8/6/2018 4:05,Fighter 1,Fighter,,1,,12,16,8,16,15,8,8,17,,Acrobatics|History|Intimidation|Persuasion,"Crossbow, heavy|Handaxe",,Int,fighting style/Archery,NA,NA,,NA,NA,Tiefling,,"Crossbow, Heavy|Handaxe",3-Jan,hardcore_darwin
20ed482,93e912b,f830c6e954bbac953364474e700d798d,4f4dd432,Aarakocra,City Watch,8/5/2018 18:28,Rogue 1,Rogue,,1,,10,16,9,18,10,12,14,14,,Athletics|Investigation|Insight|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Persuasion*Insight,United States,US,,NA,NA,Aarakocra,,Rapier|Shortbow|Dagger,3-Jan,magical_galileo
4114eeb,958b803,c1afbbcc65fd58052f3d9ed64f97256e,45918d90,Tiefling,Hermit,8/5/2018 0:37,Warlock 1,Warlock,The Great Old One,1,,9,12,8,12,13,13,13,17,NG,History|Investigation|Religion|Medicine,Quarterstaff|Spear|Dagger,Blade Ward*0|Eldritch Blast*0|Thaumaturgy*0|Expeditious Retreat*1|Charm Person*1|Dissonant Whispers*1|Tasha's Hideous Laghter*1,Cha,,United States,US,NG,NA,NA,Tiefling,Blade Ward*0|Eldritch Blast*0|Thaumaturgy*0|Expeditious Retreat*1|Charm Person*1|Dissonant Whispers*1|Tasha's Hideous Laughter*1,Quarterstaff|Spear|Dagger,3-Jan,compassionate_khayyam
4114eeb,958b803,17a9adda359e5b439cabc1337f0a3431,34d97cd6,High Elf,Outlander,8/5/2018 0:33,Druid 1,Druid,,1,,8,12,10,13,11,15,15,11,N/G,Athletics|Nature|Animal Handling|Perception|Survival,"Crossbow, Light|Scimitar",,Wis,,United States,US,NG,NA,NA,Elf,,"Crossbow, Light|Scimitar",3-Jan,cranky_black
62db434,84679b9,883fffd6077f1ba21055ee1b5e0c54fa,24aa8854,High Elf,Criminal,8/4/2018 15:45,Wizard 1,Wizard,,1,,7,13,10,16,13,16,12,8,,Stealth|Arcana|Investigation|Perception|Deception,Quarterstaff,,Int,,United Kingdom,GB,,NA,NA,Elf,,Quarterstaff,3-Jan,upbeat_montalcini
c69fbbc,edcbb78,319edea8985845d6107d8ab466ba5593,61f33cfb,Human,Soldier,8/2/2018 2:05,Fighter 1,Fighter,,1,Dual Wielder,13,17,17,13,16,10,12,10,,Athletics|Stealth|Survival|Intimidation,"Longsword|Flail|Crossbow, light",,Int,fighting style/Two-Weapon Fighting,United States,US,,NA,NA,Human,,"Longsword|Flail|Crossbow, Light",3-Jan,crazy_shtern
833db58,6603856,07a02b70b78c065a85e9f93d639f0db5,91d2ab56,Wood Elf,City Watch,8/1/2018 17:23,Ranger 1,Ranger,,1,,10,15,8,19,10,13,16,8,Lawful Neutral,Stealth|Investigation|Nature|Insight|Perception|Survival,Dagger|Handaxe|Longbow,,Wis,,Canada,CA,LN,NA,NA,Elf,,Dagger|Handaxe|Longbow,3-Jan,suspicious_lamarr
90ac9a1,a9b8156,d813b58b07f7466cb563170bea7ffd82,b08530d2,Wood Elf,Folk Hero,8/1/2018 16:59,Ranger 1,Ranger,,1,,12,16,10,17,14,12,14,8,,Stealth|Investigation|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow,,Wis,,United States,US,,NA,NA,Elf,,Shortsword|Longbow,3-Jan,pedantic_fermi
833db58,da1ff82,cf3e8942877de390b92a7c1d8023b7ce,bac42151,Goliath,Haunted One,7/31/2018 22:40,Barbarian 1,Barbarian,,1,,14,14,17,14,14,12,10,8,,Athletics|Investigation|Nature|Survival|Intimidation,Greataxe|Handaxe|Javelin,,Int,,Canada,CA,,NA,NA,Goliath,,Greataxe|Handaxe|Javelin,3-Jan,epic_meninsky
,8a52a9d,cd50b99fb56b1ce7f2ef1656996bc1b3,6ee384b5,Mountain Dwarf,Hermit,7/31/2018 22:23,Rogue 1,Rogue,,1,,8,13,14,15,10,13,10,14,,Athletics|Acrobatics|Sleight of Hand|Religion|Medicine|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Sleight of Hand*Acrobatics,Canada,CA,,NA,NA,Dwarf,,Rapier|Shortbow|Dagger,3-Jan,goofy_zhukovsky
f866df7,dbbc064,59fdd75dd10574cd01369cfa7905b3a9,62671c1f,Forest Gnome,Sailor,7/30/2018 20:39,Rogue 1,Rogue,,1,,8,14,9,16,10,15,9,15,neutral-good,Athletics|Sleight of Hand|Perception|Deception,Shortsword|Shortbow|Dagger,Minor Illusion*0|Mage hand*0|Prestidigation*0|True Strike*0,Int,expertise/Thieves' Tools*Deception,NA,NA,NG,NA,NA,Gnome,Minor Illusion*0|Mage Hand*0|Prestidigitation*0|True Strike*0,Shortsword|Shortbow|Dagger,3-Jan,crazy_haslett
5b83f8b,,d2c81964ada6cc7d6e9e82cdea07cf7b,0b015c58,Human,Sailor,7/30/2018 14:14,Monk 1,Monk,,1,,9,16,12,16,13,10,16,10,,Athletics|Stealth|Insight|Perception,Shortsword|Dart|Unarmed strike,,Int,,NA,NA,,NA,NA,Human,,Shortsword|Dart|Unarmed Strike,3-Jan,pensive_taussig
426acfa,,b37521255dd667b46255beb36818e9eb,e6a7c234,Firbolg,Sailor,7/29/2018 13:36,Fighter 1,Fighter,,1,,13,15,12,17,16,10,18,7,,Athletics|Animal Handling|Insight|Perception,"Scimitar|Crossbow, light|Pepperbox",,Int,fighting style/Archery,United States,US,,NA,NA,Firbolg,,"Scimitar|Crossbow, Light|",3-Jan,jolly_stallman
bfb45d6,59edf28,3c58666e27ce654b0e4c06fc92631e72,2fb45638,Protector Aasimar,Acolyte,7/29/2018 6:07,Sorcerer 1,Sorcerer,Divine Soul,1,,6,11,8,13,14,12,12,19,,Arcana|Religion|Insight|Persuasion,Dagger,Cure Wounds*1,Cha,,NA,NA,,NA,NA,Aasimar,Cure Wounds*1,Dagger,3-Jan,flamboyant_rosalind
,fd1f280,f547856451b7d9b22d9ffdf0296bfdca,685aa59d,Protector Aasimar,Criminal,7/28/2018 22:51,Bard 1,Bard,,1,,10,13,11,14,14,12,14,19,,Acrobatics|Stealth|Perception|Deception|Performance|Persuasion,Rapier|Dagger,,Cha,,Canada,CA,,NA,NA,Aasimar,,Rapier|Dagger,3-Jan,xenodochial_mclaren
177328b,,1e1b7edb6d7126d6e20b758bc9043acd,fec936b2,Human,Folk Hero,7/28/2018 19:56,Warlock 1,Warlock,The Fiend,1,,8,11,11,11,16,11,12,16,,History|Nature|Animal Handling|Survival,"Crossbow, light|Dagger",,Cha,,United States,US,,NA,NA,Human,,"Crossbow, Light|Dagger",3-Jan,elated_tesla
a8eff48,,21f5bfd1424df058ab186785986ab617,3ff47e60,Mountain Dwarf,Cloistered Scholar,7/28/2018 16:09,Wizard 1,Wizard,,1,,9,12,10,14,16,15,11,9,,Arcana|History|Investigation|Insight,Quarterstaff,,Int,,NA,NA,,NA,NA,Dwarf,,Quarterstaff,3-Jan,pensive_borg
,ea9a9d5,003540916dfa0601542d88ed1d3c31dd,fd9f3a61,Human,Charlatan,7/27/2018 23:53,Warlock 1,Warlock,The Fiend,1,Lucky,8,12,10,13,16,8,10,16,CN,Sleight of Hand|Insight|Perception|Deception|Intimidation,"Crossbow, light|Eldritch Blast PHB237|Burning Hands PHB220|Dagger",Eldritch blast*0|Minor illusion*0|Hex*1|Burning hands*1,Cha,,Canada,CA,CN,NA,NA,Human,Eldritch Blast*0|Minor Illusion*0|Hex*1|Burning Hands*1,"Crossbow, Light|||Dagger",3-Jan,upbeat_hugle
5b0b509,,904a6a36a708027b62c78dbfe15fc542,8b3662a9,Lizardfolk,Pirate,7/27/2018 11:02,Barbarian 1,Barbarian,,1,,16,18,12,13,19,11,14,9,CN,Athletics|Stealth|Nature|Perception|Survival|Intimidation,Cutlass|Dagger|Harpoon|Bite,,Int,,NA,NA,CN,NA,NA,Lizardfolk,,|Dagger||,3-Jan,boring_hermann
5b0b509,,a90ae3dca0b2a268284d64ace3a828bd,bddbf265,Human,Entertainer,7/27/2018 7:09,Ranger 1,Ranger,,1,,12,14,12,17,15,14,16,12,CN,Acrobatics|Stealth|Insight|Survival|Performance,Dagger|Quarterstaff|Longbow,,Wis,,NA,NA,CN,NA,NA,Human,,Dagger|Quarterstaff|Longbow,3-Jan,eager_chatelet
1a624d3,,0971dce37aba1f525c9c5ed8cdd756a6,bc1979eb,Half-Orc,Barbarian Tribe Member,7/24/2018 17:29,Paladin 1,Paladin,,1,,11,18,18,11,13,10,9,16,,Athletics|Insight|Survival|Intimidation|Persuasion,Greatsword|Javelin,,Cha,,NA,NA,,NA,NA,Half-Orc,,Greatsword|Javelin,3-Jan,quirky_varahamihira
53beee4,dbbc064,a90a6c75093872728fe28e46a66ae49c,926b13fd,Forest Gnome,Sailor,7/23/2018 21:41,Rogue 1,Rogue,,1,,7,15,8,19,12,18,13,14,,Athletics|Sleight of Hand|Perception|Deception,Shortsword|Shortsword|Dagger,,Int,expertise/Thieves' Tools*Deception,NA,NA,,NA,NA,Gnome,,Shortsword|Shortsword|Dagger,3-Jan,vigilant_moore
f866d66,3.59E+84,9129273eb8278822e3dfeac36d479c76,8b790664,Human,Entertainer,7/23/2018 6:09,Monk 1,Monk,,1,Mobile,8,13,13,17,10,13,10,12,,Athletics|Acrobatics|Stealth|Deception|Performance,Dagger|Dart|Unarmed strike,,Int,,NA,NA,,NA,NA,Human,,Dagger|Dart|Unarmed Strike,3-Jan,infallible_noyce
7867d8e,afc00de,311ed8733aecf1daad9ad9961bf2672e,6706c2fd,Dragonborn,Far Traveler,7/22/2018 22:16,Fighter 1,Fighter,,1,,11,16,17,14,12,8,8,15,neutral good,Athletics|Insight|Perception|Intimidation,"Longsword|Shortsword|Crossbow, light",,Int,fighting style/Dueling,NA,NA,NG,NA,NA,Dragonborn,,"Longsword|Shortsword|Crossbow, Light",3-Jan,objective_mclaren
7867d8e,afc00de,1c3608ff4031ff2d5ee037fea79eeb07,45526f9c,Human,Far Traveler,7/22/2018 19:45,Ranger 1,Ranger,,1,,10,12,16,13,13,14,9,14,,Investigation|Animal Handling|Insight|Perception|Survival,Shortsword|Longbow,,Wis,,NA,NA,,NA,NA,Human,,Shortsword|Longbow,3-Jan,eloquent_curie
50daa19,8370d19,3141d2865cb2dfaef633425a3b81fc0f,9faf45bc,High Elf,Urban Bounty Hunter,7/22/2018 17:57,Wizard 1,Wizard,,1,,8,13,8,16,14,16,9,11,chaotic nuetral,Stealth|Arcana|Investigation|Perception|Persuasion,Dagger,Fire Bolt*0|Sword Burst*0|Toll The Dead*0|Detect Magic*1|False Life*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Thunderwave*1,Int,,NA,NA,CN,NA,NA,Elf,Fire Bolt*0|Sword Burst*0|Toll the Dead*0|Detect Magic*1|False Life*1|Find Familiar*1|Mage Armor*1|Magic Missile*1|Thunderwave*1,Dagger,3-Jan,trusting_goldwasser
2ff4244,,4b9d0d63c6ec34079c1483c64ed1970c,2db1d9f2,Orc,Soldier,7/21/2018 2:43,Fighter 1,Fighter,,1,,13,16,19,15,16,9,11,11,,Athletics|Acrobatics|Perception|Intimidation,Scimitar|Shortsword|Handaxe,,Int,fighting style/Two-Weapon Fighting,NA,NA,,NA,NA,Orc,,Scimitar|Shortsword|Handaxe,3-Jan,practical_knuth
5e2d2bf,da11885,26fcb0e2bfeee90943ed59dd04bd486b,2c834092,Human,Custom,7/18/2018 16:33,Fighter 1,Fighter,,1,,12,14,14,16,15,13,11,9,,Athletics|Nature|Animal Handling|Survival,,,Int,fighting style/Two-Weapon Fighting,NA,NA,,NA,NA,Human,,,3-Jan,sad_bartik
67c54a6,,3574a92fe10b3c103c0ccec5ae7e344f,650f59f9,Triton,Faction Agent,7/17/2018 19:31,Ranger 1,Ranger,,1,,13,14,17,10,14,15,13,15,,Athletics|Stealth|Nature|Insight|Survival,Shortsword|Longbow,,Wis,,NA,NA,,NA,NA,Triton,,Shortsword|Longbow,3-Jan,hopeful_nash
48c36e1,8ff03e6,d866cbf8e695b062dfe7d4956da4f266,24eeee0c,Human,Urchin,7/15/2018 22:54,Rogue 1,Rogue,,1,Dungeon Delver,8,13,9,15,10,12,13,18,Chaotic Neutral,Acrobatics|Sleight of Hand|Stealth|Insight|Deception|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,NA,NA,CN,NA,NA,Human,,Rapier|Shortbow|Dagger,3-Jan,hopeful_mirzakhani
,797878,33ea4aac8e07fe2bb8ac545b2f8ba47c,b0cf5bde,Wood Elf,Far Traveler,7/15/2018 10:39,Cleric 1,Cleric,Grave Domain,1,,10,18,13,16,14,10,18,12,,Religion|Insight|Medicine|Perception,Shortbow|Shortsword|Dagger,Spare the Dying*0|Bane*1|False Life*1,Wis,,Canada,CA,,NA,NA,Elf,Spare the Dying*0|Bane*1|False Life*1,Shortbow|Shortsword|Dagger,3-Jan,amazing_curie
630b84f,,0655356885579369af02df0004692394,140f183a,Bugbear,Criminal,7/14/2018 22:04,Fighter 1,Fighter,,1,,11,16,17,15,13,8,11,9,,Stealth|Survival|Deception|Intimidation,"Greataxe|Crossbow, heavy|Handaxe",,Int,fighting style/Great Weapon Fighting,United States,US,,NA,NA,Bugbear,,"Greataxe|Crossbow, Heavy|Handaxe",3-Jan,jolly_wilson
c365019,518f3e8,a73ded237744ad59ec6747eb325ef975,a866e397,Wood Elf,Outlander,7/10/2018 18:40,Rogue 1,Rogue,,1,,9,14,10,17,13,10,14,12,Chaotic Good,Athletics|Stealth|Perception|Survival|Deception,Shortsword|Shortbow|Dagger,,Int,expertise/Stealth*Perception,NA,NA,CG,NA,NA,Elf,,Shortsword|Shortbow|Dagger,3-Jan,agitated_wozniak
630b84f,2ff47e1,316a521821af8ffbda99c7655bcddd83,f3f6028d,Goblin,Acolyte,7/10/2018 1:20,Monk 1,Monk,,1,,9,15,13,17,13,10,14,8,,Acrobatics|Stealth|Religion|Insight,Shortsword|Dart|Unarmed strike,,Int,,United States,US,,NA,NA,Goblin,,Shortsword|Dart|Unarmed Strike,3-Jan,distracted_wozniak
630b84f,2ff47e1,a4a49bebdd06d9904419bd531e400a12,901b4369,Wood Elf,Criminal,7/10/2018 1:19,Ranger 1,Ranger,,1,,11,16,13,17,12,10,15,8,,Athletics|Stealth|Insight|Perception|Survival|Deception,Shortsword|Longbow,,Wis,,United States,US,,NA,NA,Elf,,Shortsword|Longbow,3-Jan,unruffled_snyder
,4338349,8c4f0e69cc815c0377baee9888e422d0,baf0d601,Protector Aasimar,Courtier,7/9/2018 1:58,Cleric 1,Cleric,Life Domain,1,,10,15,9,12,14,10,16,14,Lawful Good,History|Insight|Medicine|Persuasion,Mace,Light*0|Sacred Flame*0|Spare Of The Dying*0|Toll Of The Dead*0|Bless*1|Cure Wounds*1,Wis,,Canada,CA,LG,NA,NA,Aasimar,Light*0|Sacred Flame*0|Spare the Dying*0|Toll the Dead*0|Bless*1|Cure Wounds*1,Mace,3-Jan,goofy_gould
0c4f36d,cd042b1,14be321df6e4de7c4ed4cea9129d90c5,de6dc808,Half-Orc,Guild Artisan,7/8/2018 22:55,commoner 1,commoner,,1,Charger,8,10,14,10,11,8,10,10,,Insight|Intimidation|Persuasion,Dagger,,Int,,NA,NA,,NA,NA,Half-Orc,,Dagger,3-Jan,trusting_banach
9b107b2,da11885,8ec756dec89bedd0ef09f97ab3a85264,5feeac41,Wood Elf,Faction Agent,7/8/2018 11:27,Sorcerer 1,Sorcerer,Wild Magic,1,,12,13,9,16,11,12,16,14,,Arcana|Insight|Perception|Deception|Persuasion,Quarterstaff|Dagger,,Cha,,NA,NA,,NA,NA,Elf,,Quarterstaff|Dagger,3-Jan,musing_liskov
3683783,022913e,cfe8d82cf92ed9323e32a7cb619ffd9e,c4cefbd5,Tortle - Razorback Tribe,Knight,7/7/2018 5:21,Paladin 1,Paladin,,1,,11,16,17,10,15,11,15,14,Lawful Good,Athletics|Nature|Medicine|Survival|Persuasion,Maul|Warhammer,,Cha,,NA,NA,LG,NA,NA,Turtle,,Maul|Warhammer,3-Jan,practical_hoover
f10808f,022913e,1367946986a9cf1ddfee1a47d50243c6,11e8eb6c,Rock Gnome,Noble,7/6/2018 3:51,Sorcerer 1,Sorcerer,Storm Sorcery,1,,9,11,11,13,16,17,14,15,,Arcana|History|Deception|Persuasion,Dagger,,Cha,,NA,NA,,NA,NA,Gnome,,Dagger,3-Jan,eager_goldstine
f10808f,,db283f37ac484a1ccb2c3406ba7c5368,e29ea1e2,Human,Knight,7/6/2018 3:09,Paladin 1,Paladin,,1,,11,14,18,15,14,9,11,18,,Athletics|Nature|Intimidation|Persuasion,Greatsword|Maul|Handaxe,,Cha,,NA,NA,,NA,NA,Human,,Greatsword|Maul|Handaxe,3-Jan,musing_burnell
1379386,45db0fb,7252e6e9c39be0bc389a1677bd500621,bc63536b,Human,Courtier,7/4/2018 17:31,Rogue 1,Rogue,,1,,8,12,9,14,11,13,13,10,,Acrobatics|Sleight of Hand|Investigation|Insight|Performance|Persuasion,Shortsword|Shortsword|Dagger,,Int,expertise/Sleight of Hand*Performance,NA,NA,,NA,NA,Human,,Shortsword|Shortsword|Dagger,3-Jan,recursing_feistel
1379386,,4348442cf1f35c15f779d14e4bfd14fa,4f856b98,Human,Sailor,7/4/2018 17:30,Barbarian 1,Barbarian,,1,,13,12,13,13,13,8,10,9,,Athletics|Perception|Survival|Intimidation,Warhammer|Handaxe|Javelin,,Int,,NA,NA,,NA,NA,Human,,Warhammer|Handaxe|Javelin,3-Jan,relaxed_boyd
1379386,45db0fb,49c05bb72971a67e33e86fd377ef27ed,870f26e6,Human,Noble,7/4/2018 17:29,Fighter 1,Fighter,,1,,10,10,15,11,11,9,8,15,,Athletics|Acrobatics|History|Persuasion,Rapier|Handaxe,,Int,fighting style/Dueling,NA,NA,,NA,NA,Human,,Rapier|Handaxe,3-Jan,lucid_wozniak
1379386,45db0fb,e23c82333984749ef6b9bffdd77f1ea2,4a067b7c,Human,Port City Noble,7/4/2018 17:24,Warlock 1,Warlock,The Great Old One,1,,10,10,8,8,14,10,10,18,,History|Investigation|Religion|Persuasion,Club|Dagger,Magic Stone*0|Blade Ward*0|Arms of Hadar*1|Protection From Evil/Good*1,Cha,,NA,NA,,NA,NA,Human,Magic Stone*0|Blade Ward*0|Arms of Hadar*1|Protection from Evil and Good*1,Club|Dagger,3-Jan,wonderful_boyd
,9e4b7d7,d415ed1699fbffbb4dcc21265731aac6,e9998121,Dragonborn,Hermit,7/1/2018 19:50,Warlock 1,Warlock,The Fiend,1,,10,11,12,11,15,12,10,16,,Arcana|Investigation|Religion|Medicine,Quarterstaff|Club|Dagger,,Cha,,Canada,CA,,NA,NA,Dragonborn,,Quarterstaff|Club|Dagger,3-Jan,magical_burnell
f2eeda7,,c07b76b5fcb8a21c4067f65134f2e555,97c7890a,Tiefling,Custom,6/30/2018 16:03,Sorcerer 1,Sorcerer,Shadow Magic,1,,9,12,8,15,16,10,10,18,,Arcana|Deception|Intimidation|Persuasion,Quarterstaff|Dagger,,Cha,,United States,US,,NA,NA,Tiefling,,Quarterstaff|Dagger,3-Jan,clever_antonelli
caea05f,,00adabf4a82be15b760f70b5eba74f42,c827043c,Half-Elf,Entertainer,6/29/2018 23:26,Bard 1,Bard,,1,,10,14,8,16,14,12,10,16,neutral good,Acrobatics|Arcana|Insight|Perception|Deception|Performance,Rapier|Dagger,Minor Illusion*0|Vicious Mockery*0|Charm Person*1|Faerie Fire*1|Healing Word*1,Cha,,United States,US,NG,NA,NA,Half-Elf,Minor Illusion*0|Vicious Mockery*0|Charm Person*1|Faerie Fire*1|Healing Word*1,Rapier|Dagger,3-Jan,recursing_yonath
f566e2e,3216abc,66a9e8e3e5feeefdbfa2b68cbc121224,30c8582f,Wood Elf,Criminal,6/25/2018 3:07,Rogue 1,Rogue,,1,,7,15,12,19,9,15,14,8,,Athletics|Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception,Shortsword|Shortsword|Dagger,,Int,expertise/Stealth*Acrobatics,South Korea,KR,,NA,NA,Elf,,Shortsword|Shortsword|Dagger,3-Jan,stupefied_shaw
b1b35f1,58eae2a,3f75144a2ef53350699fb6c941a3ea6f,b32f9582,Half-Orc,Urban Bounty Hunter,6/24/2018 18:41,Fighter 1,Fighter,,1,,9,16,15,10,13,10,10,14,Chaotic Good,Perception|Survival|Deception|Intimidation|Persuasion,"Crossbow, light|Lance",,Int,fighting style/Great Weapon Fighting,United States,US,CG,NA,NA,Half-Orc,,"Crossbow, Light|Lance",3-Jan,tender_williams
b1b35f1,,e1a3174f0e767209c321cd4fde8e1e33,6032b297,Lightfoot Halfling,Criminal,6/24/2018 5:04,Rogue 1,Rogue,,1,,7,14,14,17,11,8,5,7,,Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortsword|Dagger,,Int,expertise/Stealth*Sleight of Hand,United States,US,,NA,NA,Halfling,,Rapier|Shortsword|Dagger,3-Jan,focused_chaum
88f1ecf,9ab36a4,98412637ebd27d72aa6e7468ab6ee0fe,0df80d2d,Variant,Outlander,6/23/2018 22:03,Mystic 1,Mystic,Order of the Immortal,1,,8,14,9,16,10,12,16,12,,Athletics|Acrobatics|Insight|Medicine|Survival,Spear|Dart,,Int,psionic disciplines/Celerity*Psychic Phantoms*Precognition|psionic talents/Delusion,United States,US,,NA,NA,Half-Elf,,Spear|Dart,3-Jan,dazzling_mclean
afa9158,af875ab,c964949660c3a522f78ab93a36dce143,7e91446d,Forest Gnome,Hermit,6/23/2018 19:41,Druid 1,Druid,,1,,9,11,15,10,12,16,15,13,,Nature|Religion|Animal Handling|Medicine,Quarterstaff|Scimitar,,Wis,,United States,US,,NA,NA,Gnome,,Quarterstaff|Scimitar,3-Jan,nervous_saha
afa9158,af875ab,6b2a0efbd41ed9e238f1d8942d112c4e,34048669,Kobold,Miner,6/23/2018 19:32,Warlock 1,Warlock,The Fiend,1,,9,13,9,14,13,6,15,17,,Arcana|Animal Handling|Survival|Deception,Dart|Handaxe|Dagger,,Cha,,United States,US,,NA,NA,Kobold,,Dart|Handaxe|Dagger,3-Jan,frosty_lederberg
afa9158,af875ab,ee57123346544a5a70e9c0c40cb459ed,4559db07,Lizardfolk,Urban Vigilante,6/23/2018 19:27,Ranger 1,Ranger,,1,,11,16,8,16,12,12,18,13,,Athletics|Stealth|Investigation|Insight|Perception|Survival|Deception,Shortsword|Longbow,,Wis,,United States,US,,NA,NA,Lizardfolk,,Shortsword|Longbow,3-Jan,awesome_yalow
afa9158,af875ab,caedd39b72d09f57ccec8ccea2436a38,46c7f3ab,Human,City Watch,6/23/2018 19:27,Fighter 1,Fighter,,1,Dual Wielder,11,16,11,18,13,10,14,16,,Athletics|Stealth|Insight|Perception|Intimidation,Longbow|Shortsword|Shortsword|Handaxe,,Int,fighting style/Archery,United States,US,,NA,NA,Human,,Longbow|Shortsword|Shortsword|Handaxe,3-Jan,cocky_jennings
,9977ea3,ed96ae0eaf6caa4cf469ba6fe62125a2,b3506c25,Wood Elf,Outlander,6/22/2018 4:15,Ranger 1,Ranger,,1,,11,14,13,17,12,10,14,10,Chaotic Good,Athletics|Stealth|Nature|Insight|Perception|Survival,Shortsword|Longbow,,Wis,,Canada,CA,CG,NA,NA,Elf,,Shortsword|Longbow,3-Jan,admiring_goldberg
2b17a31,fedff7e,2c42f77800130ead687c553bca36a3a3,cb78720b,Elf,Far Traveler,6/21/2018 7:02,Cleric 1,Cleric,Life Domain,1,,9,14,13,12,13,14,15,8,,Religion|Insight|Medicine|Perception,"Mace|Crossbow, light",1 Cantrip from Druid List*0|Bless*1|Cure Wounds*1,Wis,,United States,US,,NA,NA,Elf,*|Bless*1|Cure Wounds*1,"Mace|Crossbow, Light",3-Jan,happy_borg
,e731550,50e504069f11febed170902595e6eaff,6ee9f0d8,Dark Elf,Acolyte,6/19/2018 1:11,Cleric 1,Cleric,Light Domain,1,,4,14,9,13,14,8,10,14,,Religion|Insight|Medicine|Perception|Persuasion,"Mace|Crossbow, light",Light*0|Burning Hands*1|Faerie Fire*1,Wis,,Canada,CA,,NA,NA,Elf,Light*0|Burning Hands*1|Faerie Fire*1,"Mace|Crossbow, Light",3-Jan,wizardly_stonebraker
fab1cd3,,e464f009c3b39bdccfcec4b0b5052c1a,4a2af87e,Protector Aasimar: Iluskan Parents,Haunted One,6/18/2018 21:15,Warlock 1,Warlock,The Hexblade,1,,11,14,11,17,17,14,16,20,Neutral Good,Arcana|History|Investigation|Religion,"Dagger|Handaxe|Crossbow, Light",Eldritch Blast*0|Chill Touch*0|Light*0|Protection From Good And Evil*1|Shield*1,Cha,,United States,US,NG,NA,NA,Aasimar,Eldritch Blast*0|Chill Touch*0|Light*0|Protection from Evil and Good*1|Shield*1,"Dagger|Handaxe|Crossbow, Light",3-Jan,focused_hermann
5fdfc7a,37ced06,9b914dc2dfafdccea14d8dbddf1135b9,b1be32d4,Human,Custom,6/18/2018 2:48,Rogue 1,Rogue,,1,,9,14,13,16,13,13,13,11,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Sleight of Hand,NA,NA,,NA,NA,Human,,Rapier|Shortbow|Dagger,3-Jan,sharp_liskov
5fdfc7a,37ced06,915ec79083b90c942b5dc29ef2a0c7fb,b6a70f4c,Human,Custom,6/18/2018 2:47,Fighter 1,Fighter,,1,,13,16,16,13,16,11,11,10,,Athletics|Animal Handling|Survival|Intimidation,"Warhammer|Longsword|Crossbow, light",,Int,fighting style/Great Weapon Fighting,NA,NA,,NA,NA,Human,,"Warhammer|Longsword|Crossbow, Light",3-Jan,gallant_bhabha
5fdfc7a,37ced06,ab0a91c11c2e88ccd3d9ccd8bdd53fe8,15bb0acb,Human,Sage,6/18/2018 2:46,Bard 1,Bard,,1,,8,11,9,9,11,16,15,16,,Arcana|History|Insight|Medicine|Persuasion,Dagger|Dagger,,Cha,,NA,NA,,NA,NA,Human,,Dagger|Dagger,3-Jan,gifted_curie
,,c94b939d009523c250a53ee4a22f957d,46130cd5,Aarakocra,Acolyte,6/17/2018 9:24,Barbarian 1,Barbarian,,1,,11,9,8,10,8,8,9,8,,Athletics|Religion|Animal Handling|Insight,Greataxe|Handaxe|Javelin,,Int,,Canada,CA,,NA,NA,Aarakocra,,Greataxe|Handaxe|Javelin,3-Jan,charming_bohr
920d9d0,,84519396fff1281ee2b78102957f350c,07377d63,Half-Orc,Outlander,6/16/2018 16:52,Fighter 1,Fighter,,1,,29,18,16,14,12,6,8,6,Chaotic Good,Athletics|Acrobatics|Perception|Survival|Intimidation,Greatsword|Handaxe,,Int,fighting style/Protection,NA,NA,CG,NA,NA,Half-Orc,,Greatsword|Handaxe,3-Jan,modest_bell
